Severity	m1	m2	m3	m4	m5	m6	m7	m8	m9	m10	m11	m12	m13	m14	m15	m16	m17	m18	m19	m20	m21	m22	m23	m24	m25	m26	m27	m28	m29	m30	m31	m32	m33	m34	m35	m36	m37	m38	m39	m40	m41	m42	m43	m44	m45	m46	m47	m48	m49	m50	pred_logreg$response
P30	1	4.146812934	4.182269238	4.19966994	4.216961962	4.164633106	4.034840627	3.63768196	3.517857143	3.577822323	2.906723174	4.093105187	4.093631131	4.095238857	3.433333333	4.174511513	3.222222222	4.092779696	3.514051774	3.011093171	3.428571429	3.637684278	3.011093171	4.363309148	4.363309148	3.6	4.363309148	3.011093171	3.206975829	3.244643948	3.277744163	3.222570368	3.416666667	3.206787483	3.218195647	3.241469967	3.253328415	3.27477786	3.243857778	3.565005273	3.215402185	3.211126895	3.455025277	3.5	3.333333333	3.572852067	3.274273531	3.182693057	3.224475865	3.170764589	3.191288428	0.953072593241985
P31	1	4.146812934	4.182269238	4.19966994	4.216961962	4.164633106	4.034840627	3.63768196	3.517857143	3.577822323	2.906723174	4.093105187	4.093631131	4.095238857	3.433333333	4.174511513	3.222222222	4.092779696	3.514051774	3.011093171	3.428571429	3.637684278	3.011093171	4.363309148	4.363309148	3.6	4.363309148	3.011093171	3.206975829	3.244643948	3.277744163	3.222570368	3.416666667	3.206787483	3.218195647	3.241469967	3.253328415	3.27477786	3.243857778	3.565005273	3.215402185	3.211126895	3.455025277	3.5	3.333333333	3.572852067	3.274273531	3.182693057	3.224475865	3.170764589	3.191288428	0.953072593241985
P32	1	4.146812934	4.182269238	4.19966994	4.216961962	4.164633106	4.034840627	3.63768196	3.517857143	3.577822323	2.906723174	4.093105187	4.093631131	4.095238857	3.433333333	4.174511513	3.222222222	4.092779696	3.514051774	3.011093171	3.428571429	3.637684278	3.011093171	4.363309148	4.363309148	3.6	4.363309148	3.011093171	3.206975829	3.244643948	3.277744163	3.222570368	3.416666667	3.206787483	3.218195647	3.241469967	3.253328415	3.27477786	3.243857778	3.565005273	3.215402185	3.211126895	3.455025277	3.5	3.333333333	3.572852067	3.274273531	3.182693057	3.224475865	3.170764589	3.191288428	0.953072593241985
P33	1	4.146812934	4.182269238	4.19966994	4.216961962	4.164633106	4.034840627	3.63768196	3.517857143	3.577822323	2.906723174	4.093105187	4.093631131	4.095238857	3.433333333	4.174511513	3.222222222	4.092779696	3.514051774	3.011093171	3.428571429	3.637684278	3.011093171	4.363309148	4.363309148	3.6	4.363309148	3.011093171	3.206975829	3.244643948	3.277744163	3.222570368	3.416666667	3.206787483	3.218195647	3.241469967	3.253328415	3.27477786	3.243857778	3.565005273	3.215402185	3.211126895	3.455025277	3.5	3.333333333	3.572852067	3.274273531	3.182693057	3.224475865	3.170764589	3.191288428	0.953072593241985
P34	1	4.146812934	4.182269238	4.19966994	4.216961962	4.164633106	4.034840627	3.63768196	3.517857143	3.577822323	2.906723174	4.093105187	4.093631131	4.095238857	3.433333333	4.174511513	3.222222222	4.092779696	3.514051774	3.011093171	3.428571429	3.637684278	3.011093171	4.363309148	4.363309148	3.6	4.363309148	3.011093171	3.206975829	3.244643948	3.277744163	3.222570368	3.416666667	3.206787483	3.218195647	3.241469967	3.253328415	3.27477786	3.243857778	3.565005273	3.215402185	3.211126895	3.455025277	3.5	3.333333333	3.572852067	3.274273531	3.182693057	3.224475865	3.170764589	3.191288428	0.953072593241985
P35	1	4.146812934	4.182269238	4.19966994	4.216961962	4.164633106	4.034840627	3.63768196	3.517857143	3.577822323	2.906723174	4.093105187	4.093631131	4.095238857	3.433333333	4.174511513	3.222222222	4.092779696	3.514051774	3.011093171	3.428571429	3.637684278	3.011093171	4.363309148	4.363309148	3.6	4.363309148	3.011093171	3.206975829	3.244643948	3.277744163	3.222570368	3.416666667	3.206787483	3.218195647	3.241469967	3.253328415	3.27477786	3.243857778	3.565005273	3.215402185	3.211126895	3.455025277	3.5	3.333333333	3.572852067	3.274273531	3.182693057	3.224475865	3.170764589	3.191288428	0.953072593241985
P36	1	4.146812934	4.182269238	4.19966994	4.216961962	4.164633106	4.034840627	3.63768196	3.517857143	3.577822323	2.906723174	4.093105187	4.093631131	4.095238857	3.433333333	4.174511513	3.222222222	4.092779696	3.514051774	3.011093171	3.428571429	3.637684278	3.011093171	4.363309148	4.363309148	3.6	4.363309148	3.011093171	3.206975829	3.244643948	3.277744163	3.222570368	3.416666667	3.206787483	3.218195647	3.241469967	3.253328415	3.27477786	3.243857778	3.565005273	3.215402185	3.211126895	3.455025277	3.5	3.333333333	3.572852067	3.274273531	3.182693057	3.224475865	3.170764589	3.191288428	0.953072593241985
P37	1	4.146812934	4.182269238	4.19966994	4.216961962	4.164633106	4.034840627	3.63768196	3.517857143	3.577822323	2.906723174	4.093105187	4.093631131	4.095238857	3.433333333	4.174511513	3.222222222	4.092779696	3.514051774	3.011093171	3.428571429	3.637684278	3.011093171	4.363309148	4.363309148	3.6	4.363309148	3.011093171	3.206975829	3.244643948	3.277744163	3.222570368	3.416666667	3.206787483	3.218195647	3.241469967	3.253328415	3.27477786	3.243857778	3.565005273	3.215402185	3.211126895	3.455025277	3.5	3.333333333	3.572852067	3.274273531	3.182693057	3.224475865	3.170764589	3.191288428	0.953072593241985
P38	1	4.146812934	4.182269238	4.19966994	4.216961962	4.164633106	4.034840627	3.63768196	3.517857143	3.577822323	2.906723174	4.093105187	4.093631131	4.095238857	3.433333333	4.174511513	3.222222222	4.092779696	3.514051774	3.011093171	3.428571429	3.637684278	3.011093171	4.363309148	4.363309148	3.6	4.363309148	3.011093171	3.206975829	3.244643948	3.277744163	3.222570368	3.416666667	3.206787483	3.218195647	3.241469967	3.253328415	3.27477786	3.243857778	3.565005273	3.215402185	3.211126895	3.455025277	3.5	3.333333333	3.572852067	3.274273531	3.182693057	3.224475865	3.170764589	3.191288428	0.953072593241985
P39	1	4.146812934	4.182269238	4.19966994	4.216961962	4.164633106	4.034840627	3.63768196	3.517857143	3.577822323	2.906723174	4.093105187	4.093631131	4.095238857	3.433333333	4.174511513	3.222222222	4.092779696	3.514051774	3.011093171	3.428571429	3.637684278	3.011093171	4.363309148	4.363309148	3.6	4.363309148	3.011093171	3.206975829	3.244643948	3.277744163	3.222570368	3.416666667	3.206787483	3.218195647	3.241469967	3.253328415	3.27477786	3.243857778	3.565005273	3.215402185	3.211126895	3.455025277	3.5	3.333333333	3.572852067	3.274273531	3.182693057	3.224475865	3.170764589	3.191288428	0.953072593241985
P3	1	3.012292284	3.034668329	3.045708349	3.056678494	3.023525098	2.984857345	3.237135941	3.375	3.350488486	2.42951774	2.953925337	2.949658759	2.949783074	3.188888889	2.506694367	2.777777778	2.94843525	3.346710577	2.440306606	3.285714286	3.237153194	2.440306606	2.895256279	2.895256279	3.6	2.895256279	2.440306606	2.553047062	2.356545414	2.436513889	2.414145836	3.416666667	2.355210677	2.326071171	2.351738028	2.425665091	2.390769213	2.371301531	3.468119882	2.347417478	2.317913553	3.454826447	3.5	3.333333333	3.572852067	3.274273531	2.327945419	2.421284515	2.327611853	2.41244296	0.719066429151803
P40	1	4.146812934	4.182269238	4.19966994	4.216961962	4.164633106	4.034840627	3.63768196	3.517857143	3.577822323	2.906723174	4.093105187	4.093631131	4.095238857	3.433333333	4.174511513	3.222222222	4.092779696	3.514051774	3.011093171	3.428571429	3.637684278	3.011093171	4.363309148	4.363309148	3.6	4.363309148	3.011093171	3.206975829	3.244643948	3.277744163	3.222570368	3.416666667	3.206787483	3.218195647	3.241469967	3.253328415	3.27477786	3.243857778	3.565005273	3.215402185	3.211126895	3.455025277	3.5	3.333333333	3.572852067	3.274273531	3.182693057	3.224475865	3.170764589	3.191288428	0.953072593241985
P41	1	4.146812934	4.182269238	4.19966994	4.216961962	4.164633106	4.034840627	3.63768196	3.517857143	3.577822323	2.906723174	4.093105187	4.093631131	4.095238857	3.433333333	4.174511513	3.222222222	4.092779696	3.514051774	3.011093171	3.428571429	3.637684278	3.011093171	4.363309148	4.363309148	3.6	4.363309148	3.011093171	3.206975829	3.244643948	3.277744163	3.222570368	3.416666667	3.206787483	3.218195647	3.241469967	3.253328415	3.27477786	3.243857778	3.565005273	3.215402185	3.211126895	3.455025277	3.5	3.333333333	3.572852067	3.274273531	3.182693057	3.224475865	3.170764589	3.191288428	0.953072593241985
P42	1	4.146812934	4.182269238	4.19966994	4.216961962	4.164633106	4.034840627	3.63768196	3.517857143	3.577822323	2.906723174	4.093105187	4.093631131	4.095238857	3.433333333	4.174511513	3.222222222	4.092779696	3.514051774	3.011093171	3.428571429	3.637684278	3.011093171	4.363309148	4.363309148	3.6	4.363309148	3.011093171	3.206975829	3.244643948	3.277744163	3.222570368	3.416666667	3.206787483	3.218195647	3.241469967	3.253328415	3.27477786	3.243857778	3.565005273	3.215402185	3.211126895	3.455025277	3.5	3.333333333	3.572852067	3.274273531	3.182693057	3.224475865	3.170764589	3.191288428	0.953072593241985
P43	1	4.146812934	4.182269238	4.19966994	4.216961962	4.164633106	4.034840627	3.63768196	3.517857143	3.577822323	2.906723174	4.093105187	4.093631131	4.095238857	3.433333333	4.174511513	3.222222222	4.092779696	3.514051774	3.011093171	3.428571429	3.637684278	3.011093171	4.363309148	4.363309148	3.6	4.363309148	3.011093171	3.206975829	3.244643948	3.277744163	3.222570368	3.416666667	3.206787483	3.218195647	3.241469967	3.253328415	3.27477786	3.243857778	3.565005273	3.215402185	3.211126895	3.455025277	3.5	3.333333333	3.572852067	3.274273531	3.182693057	3.224475865	3.170764589	3.191288428	0.953072593241985
P44	1	4.146812934	4.182269238	4.19966994	4.216961962	4.164633106	4.034840627	3.63768196	3.517857143	3.577822323	2.906723174	4.093105187	4.093631131	4.095238857	3.433333333	4.174511513	3.222222222	4.092779696	3.514051774	3.011093171	3.428571429	3.637684278	3.011093171	4.363309148	4.363309148	3.6	4.363309148	3.011093171	3.206975829	3.244643948	3.277744163	3.222570368	3.416666667	3.206787483	3.218195647	3.241469967	3.253328415	3.27477786	3.243857778	3.565005273	3.215402185	3.211126895	3.455025277	3.5	3.333333333	3.572852067	3.274273531	3.182693057	3.224475865	3.170764589	3.191288428	0.953072593241985
P46	1	4.146812934	4.182269238	4.19966994	4.216961962	4.164633106	4.034840627	3.63768196	3.517857143	3.577822323	2.906723174	4.093105187	4.093631131	4.095238857	3.433333333	4.174511513	3.222222222	4.092779696	3.514051774	3.011093171	3.428571429	3.637684278	3.011093171	4.363309148	4.363309148	3.6	4.363309148	3.011093171	3.206975829	3.244643948	3.277744163	3.222570368	3.416666667	3.206787483	3.218195647	3.241469967	3.253328415	3.27477786	3.243857778	3.565005273	3.215402185	3.211126895	3.455025277	3.5	3.333333333	3.572852067	3.274273531	3.182693057	3.224475865	3.170764589	3.191288428	0.953072593241985
P47	1	4.146812934	4.182269238	4.19966994	4.216961962	4.164633106	4.034840627	3.63768196	3.517857143	3.577822323	2.906723174	4.093105187	4.093631131	4.095238857	3.433333333	4.174511513	3.222222222	4.092779696	3.514051774	3.011093171	3.428571429	3.637684278	3.011093171	4.363309148	4.363309148	3.6	4.363309148	3.011093171	3.206975829	3.244643948	3.277744163	3.222570368	3.416666667	3.206787483	3.218195647	3.241469967	3.253328415	3.27477786	3.243857778	3.565005273	3.215402185	3.211126895	3.455025277	3.5	3.333333333	3.572852067	3.274273531	3.182693057	3.224475865	3.170764589	3.191288428	0.953072593241985
P4	1	3.209644826	3.229670603	3.239556422	3.24933346	3.219705755	3.16062522	2.830771566	2.607142857	2.778278221	2.799613581	3.092502667	3.094042813	3.093666105	2.633333333	3.421141094	2.666666667	3.094045265	2.762054327	2.832875499	2.714285714	2.839063499	2.832875499	3.283458024	3.283458024	2.6	3.283458024	2.832875499	2.89228146	2.726378374	2.717647748	2.773318449	3	2.764929071	2.764755651	2.760984493	2.738163312	2.741438017	2.765831207	2.999993563	2.832953761	2.725225296	3	2.666666667	3	2.885178408	3	2.70167398	2.705616166	2.722684153	2.689379188	0.664691657056173
P5	1	4.146812934	4.182269238	4.19966994	4.216961962	4.164633106	4.034840627	3.63768196	3.517857143	3.577822323	2.906723174	4.093105187	4.093631131	4.095238857	3.433333333	4.174511513	3.222222222	4.092779696	3.514051774	3.011093171	3.428571429	3.637684278	3.011093171	4.363309148	4.363309148	3.6	4.363309148	3.011093171	3.206975829	3.244643948	3.277744163	3.222570368	3.416666667	3.206787483	3.218195647	3.241469967	3.253328415	3.27477786	3.243857778	3.565005273	3.215402185	3.211126895	3.455025277	3.5	3.333333333	3.572852067	3.274273531	3.182693057	3.224475865	3.170764589	3.191288428	0.953072593241985
P6	1	4.146812934	4.182269238	4.19966994	4.216961962	4.164633106	4.034840627	3.63768196	3.517857143	3.577822323	2.906723174	4.093105187	4.093631131	4.095238857	3.433333333	4.174511513	3.222222222	4.092779696	3.514051774	3.011093171	3.428571429	3.637684278	3.011093171	4.363309148	4.363309148	3.6	4.363309148	3.011093171	3.206975829	3.244643948	3.277744163	3.222570368	3.416666667	3.206787483	3.218195647	3.241469967	3.253328415	3.27477786	3.243857778	3.565005273	3.215402185	3.211126895	3.455025277	3.5	3.333333333	3.572852067	3.274273531	3.182693057	3.224475865	3.170764589	3.191288428	0.953072593241985
P7	1	4.146812934	4.182269238	4.19966994	4.216961962	4.164633106	4.034840627	3.63768196	3.517857143	3.577822323	2.906723174	4.093105187	4.093631131	4.095238857	3.433333333	4.174511513	3.222222222	4.092779696	3.514051774	3.011093171	3.428571429	3.637684278	3.011093171	4.363309148	4.363309148	3.6	4.363309148	3.011093171	3.206975829	3.244643948	3.277744163	3.222570368	3.416666667	3.206787483	3.218195647	3.241469967	3.253328415	3.27477786	3.243857778	3.565005273	3.215402185	3.211126895	3.455025277	3.5	3.333333333	3.572852067	3.274273531	3.182693057	3.224475865	3.170764589	3.191288428	0.953072593241985
P8	1	4.146812934	4.182269238	4.19966994	4.216961962	4.164633106	4.034840627	3.63768196	3.517857143	3.577822323	2.906723174	4.093105187	4.093631131	4.095238857	3.433333333	4.174511513	3.222222222	4.092779696	3.514051774	3.011093171	3.428571429	3.637684278	3.011093171	4.363309148	4.363309148	3.6	4.363309148	3.011093171	3.206975829	3.244643948	3.277744163	3.222570368	3.416666667	3.206787483	3.218195647	3.241469967	3.253328415	3.27477786	3.243857778	3.565005273	3.215402185	3.211126895	3.455025277	3.5	3.333333333	3.572852067	3.274273531	3.182693057	3.224475865	3.170764589	3.191288428	0.953072593241985
P9	1	3.012292284	3.034668329	3.045708349	3.056678494	3.023525098	2.984857345	3.237135941	3.375	3.350488486	2.42951774	2.953925337	2.949658759	2.949783074	3.188888889	2.506694367	2.777777778	2.94843525	3.346710577	2.440306606	3.285714286	3.237153194	2.440306606	2.895256279	2.895256279	3.6	2.895256279	2.440306606	2.553047062	2.356545414	2.436513889	2.414145836	3.416666667	2.355210677	2.326071171	2.351738028	2.425665091	2.390769213	2.371301531	3.468119882	2.347417478	2.317913553	3.454826447	3.5	3.333333333	3.572852067	3.274273531	2.327945419	2.421284515	2.327611853	2.41244296	0.719066429151803
