Severity	m1	m2	m3	m4	m5	m6	m7	m8	m9	m10	m11	m12	m13	m14	m15	m16	m17	m18	m19	m20	m21	m22	m23	m24	m25	m26	m27	m28	m29	m30	m31	m32	m33	m34	m35	m36	m37	m38	m39	m40	m41	m42	m43	m44	m45	m46	m47	m48	m49	m50	pred_logreg$response
C1	0	2.90217826317272	2.9109651571244	2.91524054274074	2.91951503308173	2.90659769864713	2.86549617046025	2.81342999226056	2.57142857142857	2.65317303982998	2.90590837772619	3.09435403120857	3.09397655291387	3.09477391827613	2.5	2.90567560875015	2.33333333333333	3.09295112977937	2.585946781472	2.90556473685153	2.57142857142857	2.81343135258031	2.90556473685169	2.90545288475867	2.90545288475867	2.4	2.90545288475907	2.90556473685153	2.83075833195549	2.77128682790478	2.80310800497248	2.79383603180831	2.83333333333333	2.77247287450219	2.78673216877292	2.75692345087356	2.76379350371755	2.79035885886927	2.76212643835159	2.84942554309692	2.76462710478732	2.76359606285266	2.98798346540239	2.66666666666667	2.66666666666667	2.78317430122254	2.92190691605599	2.64061174314034	2.66848987859396	2.67004308997876	2.69640912647837	0.586315624164533
C2	0	2.55124917961728	2.55443363343497	2.556102487913	2.55773309409998	2.55283045434117	2.58649278861764	3.18852312470969	3.30357142857143	3.32329763899199	2.48208274035038	2.62196540599933	2.61663377573914	2.61576094395269	3.21111111111111	1.5908933740541	3	2.61583580437675	3.23403129160343	2.40270500050971	3	3.18852350151797	2.40270500050983	1.7489784706348	1.74897847063493	3.6	1.74897847063573	2.40270500050969	2.45728074562315	2.31364719648924	2.32489145966863	2.40122101344017	3.41666666666667	2.34396322342957	2.32437277690251	2.30966864060788	2.43110654741339	2.34701081641626	2.35401652038441	3.46822066670434	2.28763334756821	2.31733376774429	3.45500785719083	3.5	3.33333333333333	3.57285206718834	3.2742735309731	2.31219752362308	2.38476306630295	2.3396222994543	2.40235588679465	0.63082671919095
C3	0	2.22870071762803	2.24359894458112	2.25088481397382	2.25817696454361	2.2361843352657	2.21387744566425	2.10708521976938	2.03571428571429	2.20568161192142	2.25470314098588	2.28713411231078	2.28302916386599	2.28334026492531	1.86666666666667	2.25362558982119	1.55555555555556	2.28120612908897	2.04599552950054	2.32869741558744	1.71428571428571	2.1071046976409	2.32869741558745	2.04224198857795	2.04224198857796	2	2.04224198857789	2.32869741558745	2.06751997854942	1.98155721815425	2.09795668108123	2.02973294735489	2.5	2.13151369146288	2.01763572075002	2.03822497146421	2.04087013799097	2.07123041103954	2.01762084606619	2.1071241761978	1.97226979942017	1.97661150553713	2.10714365544013	2.26666666666667	2.66666666666667	2.40419748748691	2.52954602199781	1.94269170067999	2.01360204345021	1.98587520209556	2.0755184893744	0.367229080277667
C4	0	0.83898254148074	0.82648152270256	0.820413204012655	0.814319237837449	0.832696002381796	0.919562452077226	1.73988524546123	1.25	1.35610054348482	1.71294097410495	0.955580745259349	0.950444831980019	0.948582197001167	1.2	1.39007327452848	1.11111111111111	0.949217881670253	1.29242032964993	1.66685074514595	1.14285714285714	1.99997922068921	1.66685074514606	1.41561196945063	1.41561196945063	1.2	1.41561196945062	1.66685074514595	1.47811579693974	1.47381825286039	1.52256488216601	1.562315947626	1.5	1.5968538408103	1.51018170225621	1.50897618909689	1.53787562764268	1.51885227654927	1.51980616771185	1.99998614703019	1.50623687481524	1.48278398764637	1.99999307346712	1.33333333333333	1.33333333333333	1.45803047510876	1.64763338508289	1.52696140980809	1.52896994607633	1.53110523920006	1.51916255703859	-0.0105465120184085
C5	0	2.22870071762803	2.24359894458112	2.25088481397382	2.25817696454361	2.2361843352657	2.21387744566425	2.10708521976938	2.03571428571429	2.20568161192142	2.25470314098588	2.28713411231078	2.28302916386599	2.28334026492531	1.86666666666667	2.25362558982119	1.55555555555556	2.28120612908897	2.04599552950054	2.32869741558744	1.71428571428571	2.1071046976409	2.32869741558745	2.04224198857795	2.04224198857796	2	2.04224198857789	2.32869741558745	2.06751997854942	1.98155721815425	2.09795668108123	2.02973294735489	2.5	2.13151369146288	2.01763572075002	2.03822497146421	2.04087013799097	2.07123041103954	2.01762084606619	2.1071241761978	1.97226979942017	1.97661150553713	2.10714365544013	2.26666666666667	2.66666666666667	2.40419748748691	2.52954602199781	1.94269170067999	2.01360204345021	1.98587520209556	2.0755184893744	0.367229080277667
C6	0	0.83898254148074	0.82648152270256	0.820413204012655	0.814319237837449	0.832696002381796	0.919562452077226	1.73988524546123	1.25	1.35610054348482	1.71294097410495	0.955580745259349	0.950444831980019	0.948582197001167	1.2	1.39007327452848	1.11111111111111	0.949217881670253	1.29242032964993	1.66685074514595	1.14285714285714	1.99997922068921	1.66685074514606	1.41561196945063	1.41561196945063	1.2	1.41561196945062	1.66685074514595	1.47811579693974	1.47381825286039	1.52256488216601	1.562315947626	1.5	1.5968538408103	1.51018170225621	1.50897618909689	1.53787562764268	1.51885227654927	1.51980616771185	1.99998614703019	1.50623687481524	1.48278398764637	1.99999307346712	1.33333333333333	1.33333333333333	1.45803047510876	1.64763338508289	1.52696140980809	1.52896994607633	1.53110523920006	1.51916255703859	-0.0105465120184085
C7	0	1.3000256457633	1.30671621855191	1.31001906558541	1.31326463752363	1.30339064628022	1.31792700871849	1.04746160151053	1	1	1.80255839954643	1.28754067653565	1.28346981516703	1.28260432692461	1.06666666666667	1.27837779994497	1.22222222222222	1.28181732691847	1.03360811160244	1.83466663234746	1	1	1.83466663234752	1.21607221261837	1.21607221261839	1	1.21607221261835	1.83466663234746	1.52110866836027	1.47614785818215	1.53386429213231	1.53891233924029	1	1.59536132701262	1.48294579850437	1.50397340298385	1.50080878469371	1.49530352639995	1.51956683014901	1	1.57815581458985	1.48929321207382	1	1	1	1	1	1.48415851358945	1.53360392246749	1.4659437017975	1.49780409670791	-0.0793566582558904
C8	1	4.14681293372709	4.18226923767695	4.19966993982544	4.21696196201045	4.16463310551945	4.03484062669617	3.63768196042319	3.51785714285714	3.57782232284237	2.90672317391071	4.09310518742205	4.09363113115958	4.09523885715035	3.43333333333333	4.17451151285905	3.22222222222222	4.0927796955636	3.51405177378289	3.01109317057906	3.42857142857143	3.63768427795958	3.01109317057906	4.36330914786227	4.36330914786236	3.6	4.363309147862	3.01109317057908	3.20697582866532	3.24464394776923	3.27774416306805	3.22257036762994	3.41666666666667	3.20678748304037	3.21819564699564	3.24146996668229	3.25332841522714	3.27477785951399	3.24385777793807	3.56500527307354	3.21540218514326	3.21112689542941	3.45502527662269	3.5	3.33333333333333	3.57285206718834	3.2742735309731	3.18269305695777	3.22447586498059	3.17076458929747	3.19128842830011	0.953072593167374
C9	1	3.68576982944454	3.7020345418276	3.71006407825268	3.71801656232428	3.69393846162102	3.6364760700549	3.50931228066879	3.375	3.36627012647826	3.17859345303546	3.76114525616579	3.76060614797476	3.76121672722698	3.32222222222222	3.38179960152651	3.11111111111111	3.76018025031539	3.40974150858971	3.18754745101418	3.14285714285714	3.58793806303795	3.18754745101403	3.43628011664594	3.43628011664597	3.6	3.43628011664427	3.18754745101413	3.17633406675116	3.22681242674997	3.22558859760915	3.2378486451986	3.41666666666667	3.20317316616006	3.22664827880385	3.22485373006855	3.25899159211931	3.23971961147242	3.23238617971862	3.58794046295247	3.17228777011329	3.21829406924755	3.45553190784327	3.5	3.33333333333333	3.57285206718834	3.2742735309731	3.14967105753418	3.16948129511195	3.15621398601096	3.19108413729284	0.864731224854177
C10	1	3.68576982944454	3.7020345418276	3.71006407825268	3.71801656232428	3.69393846162102	3.6364760700549	3.50931228066879	3.375	3.36627012647826	3.17859345303546	3.76114525616579	3.76060614797476	3.76121672722698	3.32222222222222	3.38179960152651	3.11111111111111	3.76018025031539	3.40974150858971	3.18754745101418	3.14285714285714	3.58793806303795	3.18754745101403	3.43628011664594	3.43628011664597	3.6	3.43628011664427	3.18754745101413	3.17633406675116	3.22681242674997	3.22558859760915	3.2378486451986	3.41666666666667	3.20317316616006	3.22664827880385	3.22485373006855	3.25899159211931	3.23971961147242	3.23238617971862	3.58794046295247	3.17228777011329	3.21829406924755	3.45553190784327	3.5	3.33333333333333	3.57285206718834	3.2742735309731	3.14967105753418	3.16948129511195	3.15621398601096	3.19108413729284	0.864731224854177
